ID,Grant Agency,Term,Start Year,Organization Name,Project Title,Support Year,Grant Type,Award Amount,State,TermCode,AgencyCode
314,NIH,biracial,2009,UNIVERSITY OF WASHINGTON,THROMBOSIS GENETICS; MI AND STROKE IN OLDER ADULTS,5.0,2.0,563343.0,WA,7,1
315,NIH,biracial,2013,UNIV OF NORTH CAROLINA CHAPEL HILL,TELOMERE ATTRITION RATE AND PERIODONTITIS: A NESTED CASE CONTROL STUDY IN THE ARI,2.0,2.0,71040.0,NC,7,1
316,NIH,biracial,2012,UNIV OF NORTH CAROLINA CHAPEL HILL,TELOMERE ATTRITION RATE AND PERIODONTITIS: A NESTED CASE CONTROL STUDY IN THE ARI,1.0,1.0,148000.0,NC,7,1
317,NIH,biracial,1997,DUKE UNIVERSITY,BIOBEHAVIORAL MECHANISMS OF BLOOD PRESSURE REGULATION,6.0,2.0,283787.0,NC,7,1
318,NIH,biracial,1995,DUKE UNIVERSITY,BIOBEHAVIORAL MECHANISMS OF BLOOD PRESSURE REGULATION,4.0,2.0,281038.0,NC,7,1
319,NIH,biracial,1994,DUKE UNIVERSITY,BIOBEHAVIORAL MECHANISMS OF BLOOD PRESSURE REGULATION,3.0,2.0,272421.0,NC,7,1
320,NIH,biracial,1993,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,BIOBEHAVIORAL MECHANISMS OF BLOOD PRESSURE REGULATION,1.0,1.0,33995.0,NC,7,1
321,NIH,biracial,1999,DUKE UNIVERSITY,BIOBEHAVIORAL MECHANISMS OF BLOOD PRESSURE REGULATION,38.0,2.0,39856.0,NC,7,1
322,NIH,biracial,1998,DUKE UNIVERSITY,BIOBEHAVIORAL MECHANISMS OF BLOOD PRESSURE REGULATION,37.0,2.0,28788.0,NC,7,1
323,NIH,biracial,2002,KAISER FOUNDATION HOSPITALS,VISCERAL FAT; METABOLIC RATE AND CVD IN YOUNG ADULTS,7.0,2.0,302549.0,CA,7,1
324,NIH,biracial,2001,KAISER FOUNDATION HOSPITALS,VISCERAL FAT; METABOLIC RATE AND CVD IN YOUNG ADULTS,6.0,2.0,465857.0,CA,7,1
325,NIH,biracial,2000,KAISER FOUNDATION HOSPITALS,VISCERAL FAT; METABOLIC RATE AND CVD IN YOUNG ADULTS,5.0,2.0,742387.0,CA,7,1
326,NIH,biracial,1999,KAISER FOUNDATION HOSPITALS,VISCERAL FAT; METABOLIC RATE AND CVD IN YOUNG ADULTS,4.0,2.0,304559.0,CA,7,1
327,NIH,biracial,2007,UNIVERSITY OF WASHINGTON,GENETIC RISK FACTORS FOR SUDDEN CARDIAC DEATH,5.0,2.0,126063.0,WA,7,1
328,NIH,biracial,2006,UNIVERSITY OF WASHINGTON,GENETIC RISK FACTORS FOR SUDDEN CARDIAC DEATH,4.0,2.0,126063.0,WA,7,1
329,NIH,biracial,2005,UNIVERSITY OF WASHINGTON,GENETIC RISK FACTORS FOR SUDDEN CARDIAC DEATH,3.0,2.0,126063.0,WA,7,1
330,NIH,biracial,2004,UNIVERSITY OF WASHINGTON,GENETIC RISK FACTORS FOR SUDDEN CARDIAC DEATH,2.0,2.0,126063.0,WA,7,1
331,NIH,biracial,2003,UNIVERSITY OF WASHINGTON,GENETIC RISK FACTORS FOR SUDDEN CARDIAC DEATH,1.0,1.0,126063.0,WA,7,1
332,NIH,biracial,2004,TULANE UNIVERSITY OF LOUISIANA,LONGITUDINAL BURDEN OF CARDIOVASCULAR RISK IN CHILDHOOD,2.0,2.0,74250.0,LA,7,1
333,NIH,biracial,2003,TULANE UNIVERSITY OF LOUISIANA,LONGITUDINAL BURDEN OF CARDIOVASCULAR RISK IN CHILDHOOD,1.0,1.0,74250.0,LA,7,1
334,NIH,biracial,2015,KAISER FOUNDATION RESEARCH INSTITUTE,10-YEAR CHANGES IN OBJECTIVELY-MEASURED PHYSICAL ACTIVITY AND SEDENTARY BEHAVIOR IN THE CARDIA COHORT,1.0,1.0,689205.0,CA,7,1
335,NIH,biracial,1993,MIRIAM HOSPITAL,PEDIATRIC CARDIOVASCULAR TONE AND SALT SENSITIVITY,5.0,2.0,113794.0,RI,7,1
336,NIH,biracial,1992,LOUISIANA STATE UNIV HSC NEW ORLEANS,PREVENTIVE CARDIOLOGY,5.0,2.0,147405.0,LA,7,1
337,NIH,biracial,1995,MEDICAL COLLEGE OF GEORGIA (MCG),CHILDRENS ACTIVITY AND NUTRITION,9.0,2.0,268021.0,GA,7,1
338,NIH,biracial,1994,MEDICAL COLLEGE OF GEORGIA (MCG),CHILDRENS ACTIVITY AND NUTRITION,8.0,2.0,237806.0,GA,7,1
339,NIH,biracial,1993,MEDICAL COLLEGE OF GEORGIA (MCG),STUDIES OF CHILDREN'S ACTIVITY AND NUTRITION - II,7.0,2.0,204992.0,GA,7,1
340,NIH,biracial,1992,MEDICAL COLLEGE OF GEORGIA (MCG),CHILDREN'S ACTIVITY AND NUTRITION - II,6.0,2.0,211246.0,GA,7,1
341,NIH,biracial,2001,GEORGIA  REGENTS UNIVERSITY,ANTECEDENTS OF HYPERTENSION--ROLE OF RACE AND STRESS II,13.0,2.0,414644.0,GA,7,1
342,NIH,biracial,2000,GEORGIA  REGENTS UNIVERSITY,ANTECEDENTS OF HYPERTENSION--ROLE OF RACE AND STRESS II,12.0,2.0,415644.0,GA,7,1
343,NIH,biracial,1999,MEDICAL COLLEGE OF GEORGIA (MCG),ANTECEDENTS OF HYPERTENSION--ROLE OF RACE AND STRESS II,11.0,2.0,398619.0,GA,7,1
344,NIH,biracial,1998,MEDICAL COLLEGE OF GEORGIA (MCG),ANTECEDENTS OF HYPERTENSION--ROLE OF RACE AND STRESS II,10.0,2.0,274609.0,GA,7,1
345,NIH,biracial,1997,MEDICAL COLLEGE OF GEORGIA (MCG),ANTECEDENTS OF HYPERTENSION--ROLE OF RACE AND STRESS,9.0,2.0,251276.0,GA,7,1
346,NIH,biracial,1995,MEDICAL COLLEGE OF GEORGIA (MCG),ANTECEDENTS OF HYPERTENSION--ROLE OF RACE AND STRESS,7.0,2.0,237844.0,GA,7,1
347,NIH,biracial,1994,MEDICAL COLLEGE OF GEORGIA (MCG),ANTECEDENTS OF HYPERTENSION--ROLE OF RACE AND STRESS,6.0,2.0,247977.0,GA,7,1
348,NIH,biracial,1998,MOUNT SINAI SCHOOL OF MEDICINE OF CUNY,INFLUENCE OF RACE AND AGE ON BONE HOMEOSTASIS,35.0,2.0,51192.0,NY,7,1
349,NIH,biracial,1996,JOHNS HOPKINS UNIVERSITY,INSULIN LEVELS AND HYPERTENSION IN A BIRACIAL COHORT,24.0,2.0,0.0,MD,7,1
350,NIH,biracial,2007,UNIVERSITY OF TENNESSEE HEALTH SCI CTR,RACE; OBESITY AND ENTEROINSULAR AXIS IN ADOLESCENTS,3.0,2.0,136232.0,TN,7,1
351,NIH,biracial,2006,UNIVERSITY OF TENNESSEE HEALTH SCI CTR,RACE; OBESITY AND ENTEROINSULAR AXIS IN ADOLESCENTS,2.0,2.0,134906.0,TN,7,1
352,NIH,biracial,2005,UNIVERSITY OF TENNESSEE HEALTH SCI CTR,RACE; OBESITY AND ENTEROINSULAR AXIS IN ADOLESCENTS,1.0,1.0,134619.0,TN,7,1
353,NIH,biracial,2012,UNIVERSITY OF ALABAMA AT BIRMINGHAM,INCREASED CARDIOVACULAR RISK AND EARLY NATURAL MENOPAUSE IN A BIRACIAL COHORT,5.0,2.0,20173.0,AL,7,1
354,NIH,biracial,2011,UNIVERSITY OF ALABAMA AT BIRMINGHAM,INCREASED CARDIOVACULAR RISK AND EARLY NATURAL MENOPAUSE IN A BIRACIAL COHORT,4.0,2.0,152764.0,AL,7,1
355,NIH,biracial,2010,UNIVERSITY OF ALABAMA AT BIRMINGHAM,INCREASED CARDIOVACULAR RISK AND EARLY NATURAL MENOPAUSE IN A BIRACIAL COHORT,3.0,2.0,152452.0,AL,7,1
356,NIH,biracial,2009,UNIVERSITY OF ALABAMA AT BIRMINGHAM,INCREASED CARDIOVACULAR RISK AND EARLY NATURAL MENOPAUSE IN A BIRACIAL COHORT,2.0,2.0,154764.0,AL,7,1
357,NIH,biracial,2008,UNIVERSITY OF ALABAMA AT BIRMINGHAM,INCREASED CARDIOVACULAR RISK AND EARLY NATURAL MENOPAUSE IN A BIRACIAL COHORT,1.0,1.0,130742.0,AL,7,1
358,NIH,biracial,2000,OREGON HEALTH AND SCIENCE UNIVERSITY,RHESUS HHV8 HOMOLOGUE IL 6 IN B CELL HYPERPLASIA,41.0,2.0,128575.0,OR,7,1
359,NIH,biracial,2013,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",PREDICTORS OF COGNITIVE AGING ACROSS THE LIFECOURSE,6.0,2.0,159219.0,CA,7,1
360,NIH,biracial,2015,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,LIFECOURSE CARDIOVASCULAR RISK; DEPRESSION AND COGNITION IN BLACK & WHITE ADULTS,3.0,2.0,122269.0,FL,7,1
361,NIH,biracial,2014,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",LIFECOURSE CARDIOVASCULAR RISK; DEPRESSION AND COGNITION IN BLACK & WHITE ADULTS,1.0,1.0,53386.0,CA,7,1
0,NIH,mixed ethnicity,2014,STATE UNIVERSITY NEW YORK STONY BROOK,THE SYNERGISTIC EFFECT OF NOTCH; SALL4; AND HYDROGEL ON HEMATOPOIETIC STEM CELLS,2.0,2.0,166671.0,NY,16,1
1,NIH,mixed ethnicity,2013,STATE UNIVERSITY NEW YORK STONY BROOK,THE SYNERGISTIC EFFECT OF NOTCH; SALL4; AND HYDROGEL ON HEMATOPOIETIC STEM CELLS,1.0,1.0,206190.0,NY,16,1
2,NIH,mixed ethnicity,2000,NATHAN S. KLINE INSTITUTE FOR PSYCH RES,AROMATIC AMINO ACID HYDROXYLASE GENES AND SCHIZOPHRENIA,1.0,1.0,32352.0,NY,16,1
3,NIH,mixed ethnicity,2010,FRED HUTCHINSON CANCER RESEARCH CENTER,CTRIP:NOTCH-MEDIATED EXPANSION OF CORD BLOOD PROGENITORS FOR CORD BLOOD TRANSPLAN,2.0,2.0,1732054.0,WA,16,1
4,NIH,mixed ethnicity,2009,FRED HUTCHINSON CANCER RESEARCH CENTER,CTRIP:NOTCH-MEDIATED EXPANSION OF CORD BLOOD PROGENITORS FOR CORD BLOOD TRANSPLAN,1.0,1.0,1738100.0,WA,16,1
5,NIH,mixed ethnicity,2010,STATE UNIVERSITY OF NEW YORK AT BUFFALO,FOOD REINFORCEMENT-GENOTYPE INTERACTIONS AND EATING,4.0,2.0,246043.0,NY,16,1
6,NIH,mixed ethnicity,2009,STATE UNIVERSITY OF NEW YORK AT BUFFALO,FOOD REINFORCEMENT-GENOTYPE INTERACTIONS AND EATING,3.0,2.0,248528.0,NY,16,1
7,NIH,mixed ethnicity,2008,STATE UNIVERSITY OF NEW YORK AT BUFFALO,FOOD REINFORCEMENT-GENOTYPE INTERACTIONS AND EATING,2.0,2.0,248528.0,NY,16,1
8,NIH,mixed ethnicity,2007,STATE UNIVERSITY OF NEW YORK AT BUFFALO,FOOD REINFORCEMENT-GENOTYPE INTERACTIONS AND EATING,1.0,1.0,253600.0,NY,16,1
9,NIH,mixed ethnicity,2004,UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS,SOCIAL REASONING ABOUT EXCLUSION AND RIGHTS,3.0,2.0,290396.0,MD,16,1
10,NIH,mixed ethnicity,2003,UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS,SOCIAL REASONING ABOUT EXCLUSION AND RIGHTS,2.0,2.0,283933.0,MD,16,1
11,NIH,mixed ethnicity,2002,UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS,SOCIAL REASONING ABOUT EXCLUSION AND RIGHTS,1.0,1.0,320794.0,MD,16,1
12,NIH,mixed ethnicity,2003,WESTED,EVALUATION OF CALIFORNIA'S SB19 PUPIL NUTRITION ACT,2.0,2.0,533514.0,MA,16,1
13,NIH,mixed ethnicity,2002,WESTED,EVALUATION OF CALIFORNIA'S SB19 PUPIL NUTRITION ACT,1.0,1.0,539670.0,MA,16,1
14,NIH,mixed ethnicity,2004,WESTED,EVALUATION OF CALIFORNIA'S SB19 PUPIL NUTRITION ACT,3.0,2.0,543974.0,MA,16,1
15,NIH,mixed ethnicity,1999,STANFORD UNIVERSITY,HUMAN BANKING AND DIAGNOSIS,13.0,2.0,242910.0,CA,16,1
16,NIH,mixed ethnicity,1999,STANFORD UNIVERSITY,HUMAN BANKING AND DIAGNOSIS,12.0,2.0,222732.0,CA,16,1
17,NIH,mixed ethnicity,1998,STANFORD UNIVERSITY,HUMAN BANKING AND DIAGNOSIS,12.0,2.0,222732.0,CA,16,1
18,NIH,mixed ethnicity,1997,STANFORD UNIVERSITY,HUMAN BANKING AND DIAGNOSIS,11.0,2.0,219368.0,CA,16,1
19,NIH,mixed ethnicity,1996,,HUMAN BANKING AND DIAGNOSIS,10.0,2.0,0.0,OK,16,1
20,NIH,mixed ethnicity,1994,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,ALCOHOL AND ADOLESCENT AIDS RISK BEHAVIORS,3.0,2.0,216854.0,CA,16,1
21,NIH,mixed ethnicity,1995,NIAGARA UNIVERSITY,HIV RISK APPRAISAL IN SINGLE URBAN WOMEN,1.0,1.0,116777.0,NY,16,1
22,NIH,mixed ethnicity,2011,DUKE UNIVERSITY,STEPS TO HEALTH: TARGETING OBESITY IN THE HEALTH CARE WORKPLACE,2.0,2.0,517914.0,NC,16,1
23,NIH,mixed ethnicity,2010,DUKE UNIVERSITY,STEPS TO HEALTH: TARGETING OBESITY IN THE HEALTH CARE WORKPLACE,1.0,1.0,446623.0,NC,16,1
24,NIH,mixed ethnicity,1998,"LA FRONTERA CENTER, INC.",COMPARING SUBSTANCE ABUSE TREATMENTS FOR DUAL DIAGNOSES,5.0,2.0,134001.0,AZ,16,1
25,NIH,mixed ethnicity,1997,"LA FRONTERA CENTER, INC.",COMPARING SUBSTANCE ABUSE TREATMENTS FOR DUAL DIAGNOSES,4.0,2.0,132448.0,AZ,16,1
26,NIH,mixed ethnicity,1995,"LA FRONTERA CENTER, INC.",COMPARING SUBSTANCE ABUSE TREATMENTS FOR DUAL DIAGNOSES,2.0,2.0,126195.0,AZ,16,1
27,NIH,mixed ethnicity,1994,"LA FRONTERA CENTER, INC.",COMPARING SUBSTANCE ABUSE TREATMENTS FOR DUAL DIAGNOSES,1.0,1.0,132221.0,AZ,16,1
28,NIH,mixed ethnicity,1998,CLINICAL CENTER,LINKING OCCUPATIONAL THERAPY PROCESS AND PATIENT PERFORMANCE: THE PERSONAL COMPUT,2.0,1.0,0.0,MD,16,1
29,NIH,mixed ethnicity,1999,WESTED,CONFERENCE ON DRUG USE AND OUTCOMES IN MIXED RACE YOUTH,1.0,1.0,22993.0,MA,16,1
0,NIH,monocultural,2002,UNIVERSITY OF CONNECTICUT STORRS,CULTURAL CHANGE IN CHILDREARING BELIEFS AND PRACTICES,3.0,2.0,335137.0,CT,4,1
1,NIH,monocultural,2001,UNIVERSITY OF CONNECTICUT STORRS,CULTURAL CHANGE IN CHILDREARING BELIEFS AND PRACTICES,2.0,2.0,355033.0,CT,4,1
2,NIH,monocultural,2000,UNIVERSITY OF CONNECTICUT STORRS,CULTURAL CHANGE IN CHILDREARING BELIEFS AND PRACTICES,1.0,1.0,415255.0,CT,4,1
3,NIH,monocultural,2005,UNIVERSITY OF OREGON,MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,5.0,2.0,81710.0,OR,4,1
4,NIH,monocultural,2004,UNIVERSITY OF OREGON,MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,4.0,2.0,160309.0,OR,4,1
5,NIH,monocultural,2003,UNIVERSITY OF OREGON,MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,3.0,2.0,160412.0,OR,4,1
6,NIH,monocultural,2002,UNIVERSITY OF OREGON,MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,2.0,2.0,160318.0,OR,4,1
7,NIH,monocultural,2001,UNIVERSITY OF OREGON,MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,1.0,1.0,156250.0,OR,4,1
0,NIH,cultural pluralism,1993,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CULTURAL PLURALISM & ETHICAL DECISION MAKING IN NURSING,2.0,2.0,178890.0,CA,3,1
1,NIH,cultural pluralism,1992,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CULTURAL PLURALISM & ETHICAL DECISION MAKING IN NURSING,1.0,1.0,172715.0,CA,3,1
2,NIH,cultural pluralism,1995,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CULTURAL PLURALISM & ETHICAL DECISION MAKING IN NURSING,3.0,2.0,17588.0,CA,3,1
3,NIH,cultural pluralism,1994,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CULTURAL PLURALISM & ETHICAL DECISION MAKING IN NURSING,3.0,2.0,44178.0,CA,3,1
4,NIH,cultural pluralism,1994,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CULTURAL PLURALISM & ETHICAL DECISION-MAKING IN NURSING,3.0,2.0,183356.0,CA,3,1
5,NIH,cultural pluralism,2002,UNIVERSITY OF TEXAS EL PASO,SELF ESTEEM; CULTURAL PLURALISM; AND THE REDUCTION OF PREJUDICE,10.0,2.0,109973.0,TX,3,1
6,NIH,cultural pluralism,2001,UNIVERSITY OF TEXAS EL PASO,SELF ESTEEM; CULTURAL PLURALISM; AND THE REDUCTION OF PREJUDICE,9.0,2.0,109973.0,TX,3,1
7,NIH,cultural pluralism,2000,UNIVERSITY OF TEXAS EL PASO,SELF ESTEEM; CULTURAL PLURALISM; AND THE REDUCTION OF PREJUDICE,8.0,2.0,50127.0,TX,3,1
8,NIH,cultural pluralism,1999,UNIVERSITY OF TEXAS EL PASO,SELF ESTEEM; CULTURAL PLURALISM; AND THE REDUCTION OF PREJUDICE,7.0,2.0,50127.0,TX,3,1
0,NIH,monoracial,2015,UNIV OF NORTH CAROLINA CHAPEL HILL,SUBSTANCE USE TRAJECTORIES AND HEALTH OUTCOMES FOR MONORACIAL AND BIRACIAL BLACKS,3.0,2.0,165694.0,NC,5,1
1,NIH,monoracial,2014,UNIV OF NORTH CAROLINA CHAPEL HILL,SUBSTANCE USE TRAJECTORIES AND HEALTH OUTCOMES FOR MONORACIAL AND BIRACIAL BLACKS,2.0,2.0,165882.0,NC,5,1
2,NIH,monoracial,2013,UNIV OF NORTH CAROLINA CHAPEL HILL,SUBSTANCE USE TRAJECTORIES AND HEALTH OUTCOMES FOR MONORACIAL AND BIRACIAL BLACKS,1.0,1.0,165770.0,NC,5,1
0,NIH,interracial,2008,UNIVERSITY OF OKLAHOMA NORMAN,INORGANIC ANTIMICROBIALS IN EXOCRINE FLUIDS,2.0,2.0,145608.0,OK,9,1
1,NIH,interracial,2007,UNIVERSITY OF OKLAHOMA NORMAN,INORGANIC ANTIMICROBIALS IN EXOCRINE FLUIDS,1.0,1.0,240202.0,OK,9,1
2,NIH,interracial,2005,UNIVERSITY OF CALIF-LAWRNC LVRMR NAT LAB,MOLECULAR PATTERNING VIA PHOTOCATALYTIC NANOLITHOGRAPHY,2.0,2.0,246642.0,CA,9,1
3,NIH,interracial,2004,UNIVERSITY OF CALIF-LAWRNC LVRMR NAT LAB,MOLECULAR PATTERNING VIA PHOTOCATALYTIC NANOLITHOGRAPHY,1.0,1.0,334908.0,CA,9,1
4,NIH,interracial,2010,DUKE UNIVERSITY,MAPPING OF ELECTRON TUNNELING PATHWAY IN PROTEINS,16.0,2.0,284942.0,NC,9,1
5,NIH,interracial,2009,DUKE UNIVERSITY,MAPPING OF ELECTRON TUNNELING PATHWAY IN PROTEINS,15.0,2.0,287820.0,NC,9,1
6,NIH,interracial,2008,DUKE UNIVERSITY,MAPPING OF ELECTRON TUNNELING PATHWAY IN PROTEINS,14.0,2.0,287820.0,NC,9,1
7,NIH,interracial,2007,DUKE UNIVERSITY,MAPPING OF ELECTRON TUNNELING PATHWAY IN PROTEINS,13.0,2.0,287820.0,NC,9,1
8,NIH,interracial,2007,UNIVERSITY OF CALIFORNIA IRVINE,NEIGHBORHOOD CHANGE AND CRIME: ASSESSING THE RELATIONSHIP BETWEEN THE LOCAL,1.0,1.0,25000.0,CA,9,1
9,NIH,interracial,2013,SCRIPPS FLORIDA,CHARACTERIZATION OF A NOVEL SELECTIVE CYTOCHROME P450 3A5 SUBSTRATE,2.0,2.0,286605.0,FL,9,1
10,NIH,interracial,2012,SCRIPPS FLORIDA,CHARACTERIZATION OF A NOVEL SELECTIVE CYTOCHROME P450 3A5 SUBSTRATE,1.0,1.0,247500.0,FL,9,1
11,NIH,interracial,2003,UNIVERSITY OF KENTUCKY,IMPLICATIONS OF POSITIVE AND NEGATIVE RACISM,1.0,1.0,31657.0,KY,9,1
12,NIH,interracial,1993,BETH ISRAEL MEDICAL CTR (NEW YORK),RISK FACTORS FOR AIDS AMONG INTRAVENOUS DRUG USERS,10.0,2.0,967719.0,NY,9,1
13,NIH,interracial,1992,BETH ISRAEL MEDICAL CTR (NEW YORK),RISK FACTORS FOR AIDS AMONG INTRAVENOUS DRUG USERS,9.0,2.0,915044.0,NY,9,1
14,NIH,interracial,2000,FORDHAM UNIVERSITY,ETHICS COURSE SCIENTIST-PARTICIPANT PARTNERSHIPS,3.0,2.0,76638.0,NY,9,1
15,NIH,interracial,1999,FORDHAM UNIVERSITY,ETHICS COURSE SCIENTIST-PARTICIPANT PARTNERSHIPS,2.0,2.0,74407.0,NY,9,1
16,NIH,interracial,1994,UNIVERSITY OF DELAWARE,REDUCING BIAS--THE COMMON INGROUP IDENTITY MODEL,3.0,2.0,124304.0,DE,9,1
17,NIH,interracial,1993,UNIVERSITY OF DELAWARE,REDUCING BIAS--THE COMMON INGROUP IDENTITY MODEL,2.0,2.0,126956.0,DE,9,1
18,NIH,interracial,1992,UNIVERSITY OF DELAWARE,REDUCING BIAS--THE COMMON INGROUP IDENTITY MODEL,1.0,1.0,169964.0,DE,9,1
19,NIH,interracial,1994,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,RACE; FATTY ACID EXPOSURE; AND RISK OF PROSTATE CANCER,4.0,2.0,271555.0,NC,9,1
20,NIH,interracial,1993,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,RACE; FATTY ACID EXPOSURE; AND RISK OF PROSTATE CANCER,3.0,2.0,280642.0,NC,9,1
21,NIH,interracial,1992,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,RACE; FATTY ACID EXPOSURE; AND RISK OF PROSTATE CANCER,2.0,2.0,265160.0,NC,9,1
22,NIH,interracial,1995,UNIVERSITY OF WISCONSIN MADISON,INTERRACIAL DIFFERENCES IN HUMAN MILK BETA GLUCURONIDASE AND JAUNDICE,10.0,2.0,0.0,WI,9,1
23,NIH,interracial,1993,UNIVERSITY OF WISCONSIN MADISON,EFFECT OF HUMAN MILK BETA-GLUCURONIDASE ON THE NURSLING,2.0,2.0,122805.0,WI,9,1
24,NIH,interracial,1992,UNIVERSITY OF WISCONSIN MADISON,EFFECT OF HUMAN MILK BETA-GLUCURONIDASE ON THE NURSLING,1.0,1.0,118080.0,WI,9,1
25,NIH,interracial,2006,BOSTON UNIVERSITY,INTERFACIAL BIOMATERIALS,5.0,2.0,346294.0,MA,9,1
26,NIH,interracial,2005,BOSTON UNIVERSITY,INTERFACIAL BIOMATERIALS,4.0,2.0,329115.0,MA,9,1
27,NIH,interracial,2004,BOSTON UNIVERSITY,INTERFACIAL BIOMATERIALS,3.0,2.0,319903.0,MA,9,1
28,NIH,interracial,2003,BOSTON UNIVERSITY,INTERFACIAL BIOMATERIALS,2.0,2.0,341273.0,MA,9,1
29,NIH,interracial,2004,UNIVERSITY OF PENNSYLVANIA,INTERRACIAL FRIENDSHIP AND ROMANCE AMONG ADOLESCENTS,4.0,2.0,252775.0,PA,9,1
30,NIH,interracial,2004,UNIVERSITY OF PENNSYLVANIA,INTERRACIAL FRIENDSHIP AND ROMANCE AMONG ADOLESCENTS,3.0,2.0,30119.0,PA,9,1
31,NIH,interracial,2003,UNIVERSITY OF PENNSYLVANIA,INTERRACIAL FRIENDSHIP AND ROMANCE AMONG ADOLESCENTS,3.0,2.0,203145.0,PA,9,1
32,NIH,interracial,2002,UNIVERSITY OF PENNSYLVANIA,INTERRACIAL FRIENDSHIP AND ROMANCE AMONG ADOLESCENTS,2.0,2.0,204806.0,PA,9,1
33,NIH,interracial,2001,UNIVERSITY OF PENNSYLVANIA,INTERRACIAL FRIENDSHIP AND ROMANCE AMONG ADOLESCENTS,1.0,1.0,216468.0,PA,9,1
34,NIH,interracial,2005,OHIO STATE UNIVERSITY,INTERFACIAL FATIGUE DAMAGE IN ONLAY CERAMIC RESTORATIONS,2.0,2.0,207915.0,OH,9,1
35,NIH,interracial,2004,OHIO STATE UNIVERSITY,INTERFACIAL FATIGUE DAMAGE IN ONLAY CERAMIC RESTORATIONS,1.0,1.0,171888.0,OH,9,1
36,NIH,interracial,2008,DUKE UNIVERSITY,BIOFUNCTIONAL FIBERS BY POLYELECTROLYTE COMPLEXATION,5.0,2.0,284078.0,NC,9,1
37,NIH,interracial,2007,DUKE UNIVERSITY,BIOFUNCTIONAL FIBERS BY POLYELECTROLYTE COMPLEXATION,4.0,2.0,279557.0,NC,9,1
38,NIH,interracial,2006,DUKE UNIVERSITY,BIOFUNCTIONAL FIBERS BY POLYELECTROLYTE COMPLEXATION,3.0,2.0,287053.0,NC,9,1
39,NIH,interracial,2005,JOHNS HOPKINS UNIVERSITY,BIOFUNCTIONAL FIBERS BY POLYELECTROLYTE COMPLEXATION,1.0,1.0,292725.0,MD,9,1
40,NIH,interracial,1993,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,DEMOGRAPHY OF LOCAL MARRIAGE MARKETS,3.0,2.0,53292.0,PA,9,1
41,NIH,interracial,1992,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,DEMOGRAPHY OF LOCAL MARRIAGE MARKETS,2.0,2.0,86412.0,PA,9,1
42,NIH,interracial,2006,UNIVERSITY OF TEXAS AUSTIN,THREE-MEMBERED RING METABOLITES; INHIBITION & FORMATION,18.0,2.0,273200.0,TX,9,1
43,NIH,interracial,2005,UNIVERSITY OF TEXAS AUSTIN,THREE-MEMBERED RING METABOLITES; INHIBITION & FORMATION,17.0,2.0,279775.0,TX,9,1
44,NIH,interracial,2004,UNIVERSITY OF TEXAS AUSTIN,THREE-MEMBERED RING METABOLITES; INHIBITION & FORMATION,16.0,2.0,279775.0,TX,9,1
45,NIH,interracial,2003,UNIVERSITY OF TEXAS AUSTIN,THREE-MEMBERED RING METABOLITES; INHIBITION & FORMATION,15.0,2.0,281160.0,TX,9,1
46,NIH,interracial,2006,COLUMBIA UNIV NEW YORK MORNINGSIDE,DEVELOPMENT OF A MULTI-PHASED SCAFFOLD FOR SOFT TISSUE TO BONE INTEGRATION,2.0,2.0,155116.0,NY,9,1
47,NIH,interracial,2005,COLUMBIA UNIV NEW YORK MORNINGSIDE,SCAFFOLD FOR SOFT TISSUE TO BONE INTEGRATION,1.0,1.0,207689.0,NY,9,1
48,NIH,interracial,2007,UNIVERSITY OF PENNSYLVANIA,MENISCUS REPAIR WITH A NOVEL ALIGNED NANOFIBER SCAFFOLD,2.0,2.0,68605.0,PA,9,1
49,NIH,interracial,2006,UNIVERSITY OF PENNSYLVANIA,MENISCUS REPAIR WITH A NOVEL ALIGNED NANOFIBER SCAFFOLD,1.0,1.0,47250.0,PA,9,1
50,NIH,interracial,1998,UNIVERSITY OF PENNSYLVANIA,RESEARCH ON EFFECTS OF INTERRACIAL CONTACT/SOCIAL STATUS,2.0,2.0,132864.0,PA,9,1
