DRUG RESISTANCE STRATEGIES MINORITY PROJECT,NIDA,6885344,5R01DA005629-11,5,R01,DA,5629,11,,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2005,919153
DRUG RESISTANCE STRATEGIES MINORITY PROJECT,NIDA,6773351,5R01DA005629-10,5,R01,DA,5629,10,,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2004,840691
DRUG RESISTANCE STRATEGIES MINORITY PROJECT,NIDA,6630736,2R01DA005629-09A2,2,R01,DA,5629,9,A2,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2003,844716
ADAPTATION PROCESSES IN SCHOOL-BASED SUBSTANCE ABUSE PROGRAM,NIDA,8223229,5R01DA021670-05,5,R01,DA,21670,5,,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2012,605513
ADAPTATION PROCESSES IN SCHOOL-BASED SUBSTANCE ABUSE PROGRAM,NIDA,8016039,5R01DA021670-04,5,R01,DA,21670,4,,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2011,626735
ADAPTATION PROCESSES IN SCHOOL-BASED SUBSTANCE ABUSE PROGRAM,NIDA,7756624,5R01DA021670-03,5,R01,DA,21670,3,,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2010,635656
ADAPTATION PROCESSES IN SCHOOL-BASED SUBSTANCE ABUSE PROGRAM,NIDA,7558486,5R01DA021670-02,5,R01,DA,21670,2,,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2009,663556
ADAPTATION PROCESSES IN SCHOOL-BASED SUBSTANCE ABUSE PROGRAM,NIDA,7384133,1R01DA021670-01A2,1,R01,DA,21670,1,A2,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2008,664232
NATIONAL BLACK LEADERSHIP INITIATIVE ON CANCER,NCI,2099917,5U01CA059332-03,5,U01,CA,59332,3,,,1922536,"HEDGEPETH, THELMA W",Not Applicable,UNIVERSITY OF MARYLAND EASTERN SHORE, ,1994,331615
NATIONAL BLACK LEADERSHIP INITIATIVE ON CANCER,NCI,3549999,5U01CA059332-02,5,U01,CA,59332,2,,,1922536,"HEDGEPETH, THELMA W",Not Applicable,UNIVERSITY OF MARYLAND EASTERN SHORE, ,1993,305170
NATIONAL BLACK LEADERSHIP INITIATIVE ON CANCER,NCI,3549998,1U01CA059332-01,1,U01,CA,59332,1,,,1922536,"HEDGEPETH, THELMA W",Not Applicable,UNIVERSITY OF MARYLAND EASTERN SHORE, ,1992,299969
CANCER CONTROL STRATEGIES IN HAWAII'S MINORITY WOMEN,NINR,2256576,5K07NR000050-02,5,K07,NR,50,2,,,1960050,"HEDLUND, NANCY L",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1994,75600
CANCER CONTROL STRATEGIES IN HAWAII'S MINORITY WOMEN,NINR,3078030,1K07NR000050-01A1,1,K07,NR,50,1,A1,,1960050,"HEDLUND, NANCY L",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1993,75523
COMPUTERIZED RISK ASSESSMENT IN AN EMPLOYEE POPULATION,ODCDC,7121254,5R01CD000122-03,5,R01,CD,122,3,,,6808124,"HELITZER, DEBORAH LYNNE",Not Applicable,UNIVERSITY OF NEW MEXICO, ,2006,375398
COMPUTERIZED RISK ASSESSMENT IN AN EMPLOYEE POPULATION,ODCDC,6952866,5R01CD000122-02,5,R01,CD,122,2,,,6808124,"HELITZER, DEBORAH LYNNE",Not Applicable,UNIVERSITY OF NEW MEXICO, ,2005,375559
COMPUTERIZED RISK ASSESSMENT IN AN EMPLOYEE POPULATION,ODCDC,6913350,1R01CD000122-01,1,R01,CD,122,1,,,6808124,"HELITZER, DEBORAH LYNNE",Not Applicable,UNIVERSITY OF NEW MEXICO, ,2004,370404
TESTING A VIDEO TO IMPROVE PROVIDER-PATIENT INTERACTION,NICHD,7126345,5R03HD050402-02,5,R03,HD,50402,2,,,6808124,"HELITZER, DEBORAH LYNNE",Not Applicable,UNIVERSITY OF NEW MEXICO, ,2006,60992
TESTING A VIDEO TO IMPROVE PROVIDER-PATIENT INTERACTION,NICHD,6959742,1R03HD050402-01,1,R03,HD,50402,1,,,6808124,"HELITZER, DEBORAH LYNNE",Not Applicable,UNIVERSITY OF NEW MEXICO, ,2005,62591
PHYSICIAN ASSISTANT CANCER EDUCATION PROGRAM,NCI,7897911,5R25CA109743-05,5,R25,CA,109743,5,,,7936716,"HOLCOMB, J DAVID",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2010,209560
PHYSICIAN ASSISTANT CANCER EDUCATION PROGRAM,NCI,7667174,5R25CA109743-04,5,R25,CA,109743,4,,,7936716,"HOLCOMB, J DAVID",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2009,256940
PHYSICIAN ASSISTANT CANCER EDUCATION PROGRAM,NCI,7475750,5R25CA109743-03,5,R25,CA,109743,3,,,7936716,"HOLCOMB, J DAVID",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2008,278322
PHYSICIAN ASSISTANT CANCER EDUCATION PROGRAM,NCI,7275317,5R25CA109743-02,5,R25,CA,109743,2,,,7936716,"HOLCOMB, J DAVID",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2007,221696
PHYSICIAN ASSISTANT CANCER EDUCATION PROGRAM,NCI,7142199,1R25CA109743-01A2,1,R25,CA,109743,1,A2,,7936716,"HOLCOMB, J DAVID",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2006,216797
BRIDGES TO SUCCESS IN THE SCIENCES,NIGMS,6204699,2R25GM049010-03,2,R25,GM,49010,3,,,2252008,"HOLLAND, CYNTHIA R",Not Applicable,CUYAHOGA COMMUNITY COLLEGE, ,2001,585173
SCORE PROGRAM AT CAL POLY POMONA,NIGMS,7277267,5S06GM053933-11,5,S06,GM,53933,11,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2007,1271668
SCORE PROGRAM AT CAL POLY POMONA,NIGMS,7119059,5S06GM053933-10,5,S06,GM,53933,10,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2006,1228804
SCORE PROGRAM AT CAL POLY POMONA,NIGMS,6945406,5S06GM053933-09,5,S06,GM,53933,9,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2005,1337105
SCORE PROGRAM AT CAL POLY POMONA,NIGMS,6816586,2S06GM053933-08,2,S06,GM,53933,8,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2004,1280803
SCORE PROGRAM AT CAL POLY POMONA,NIGMS,6611011,5S06GM053933-07,5,S06,GM,53933,7,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2003,2377621
SCORE PROJECT AT CAL POLY POMONA,NIGMS,6460919,3S06GM053933-06S1,3,S06,GM,53933,6,S1,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2002,58594
SCORE PROGRAM AT CAL POLY POMONA,NIGMS,6519713,5S06GM053933-06,5,S06,GM,53933,6,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2002,1746186
SCORE PROGRAM AT CAL POLY POMONA,NIGMS,6368150,3S06GM053933-05S1,3,S06,GM,53933,5,S1,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2001,668019
SCORE PROGRAM AT CAL POLY POMONA,NIGMS,6386254,5S06GM053933-05,5,S06,GM,53933,5,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2001,1352577
SCORE PROGRAM AT CAL POLY POMONA,NIGMS,6088961,2S06GM053933-04,2,S06,GM,53933,4,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,2000,1728230
MBRS PROGRAM AT CAL POLY POMONA,NIGMS,2900870,5S06GM053933-03,5,S06,GM,53933,3,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,1999,988942
MBRS PROGRAM AT CAL POLY POMONA,NIGMS,2685097,3S06GM053933-02S1,3,S06,GM,53933,2,S1,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,1998,286198
MBRS PROGRAM AT CAL POLY POMONA,NIGMS,2685096,5S06GM053933-02,5,S06,GM,53933,2,,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,1998,783055
MBRS PROGRAM AT CAL POLY POMONA,NIGMS,2023251,1S06GM053933-01A1,1,S06,GM,53933,1,A1,,8214772,"HOYT, DONALD F.",Not Applicable,CALIFORNIA STATE POLY U POMONA, ,1997,875309
LATIN AMERICAN CANCER RESEARCH COALITION,NCI,7940361,3U01CA114593-05S1,3,U01,CA,114593,5,S1,,2406964,"HUERTA, ELMER E",Not Applicable,MEDSTAR HEALTH RESEARCH INSTITUTE,YES,2009,214061
LATIN AMERICAN CANCER RESEARCH COALITION,NCI,7657362,5U01CA114593-05,5,U01,CA,114593,5,,,2406964,"HUERTA, ELMER E",Not Applicable,MEDSTAR HEALTH RESEARCH INSTITUTE, ,2009,746121
LATIN AMERICAN CANCER RESEARCH COALITION,NCI,7414874,5U01CA114593-04,5,U01,CA,114593,4,,,2406964,"HUERTA, ELMER E",Not Applicable,MEDSTAR RESEARCH INSTITUTE, ,2008,815954
LATIN AMERICAN CANCER RESEARCH COALITION,NCI,7234064,5U01CA114593-03,5,U01,CA,114593,3,,,2406964,"HUERTA, ELMER E",Not Applicable,MEDSTAR RESEARCH INSTITUTE, ,2007,751226
LATIN AMERICAN CANCER RESEARCH COALITION,NCI,7065262,5U01CA114593-02,5,U01,CA,114593,2,,,2406964,"HUERTA, ELMER E",Not Applicable,MEDSTAR RESEARCH INSTITUTE, ,2006,773062
LATIN AMERICAN CANCER RESEARCH COALITION,NCI,6924363,1U01CA114593-01,1,U01,CA,114593,1,,,2406964,"HUERTA, ELMER E",Not Applicable,MEDSTAR RESEARCH INSTITUTE, ,2005,799618
HAWAII BREAST CANCER EDUCATION SUMMIT,NCI,2104402,1R13CA062910-01,1,R13,CA,62910,1,,,6310707,"ISSELL, BRIAN F",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1993,20000
CENTER FOR URBAN AFRICAN AMERICAN AGING RESEARCH,NIA,6479704,3P30AG015281-05S1,3,P30,AG,15281,5,S1,,1865539,"JACKSON, JAMES SIDNEY",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2001,28720
CENTER FOR URBAN AFRICAN AMERICAN AGING RESEARCH,NIA,6372165,5P30AG015281-05,5,P30,AG,15281,5,,,1865539,"JACKSON, JAMES SIDNEY",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2001,693217
CENTER FOR URBAN AFRICAN AMERICAN AGING RESEARCH,NIA,6348623,3P30AG015281-04S2,3,P30,AG,15281,4,S2,,1865539,"JACKSON, JAMES SIDNEY",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2000,24752
CENTER FOR URBAN AFRICAN AMERICAN AGING RESEARCH,NIA,6325332,3P30AG015281-04S1,3,P30,AG,15281,4,S1,,1865539,"JACKSON, JAMES SIDNEY",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2000,40275
CENTER FOR URBAN AFRICAN AMERICAN AGING RESEARCH,NIA,6169055,5P30AG015281-04,5,P30,AG,15281,4,,,1865539,"JACKSON, JAMES SIDNEY",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2000,610311
CENTER FOR URBAN AFRICAN AMERICAN AGING RESEARCH,NIA,6029843,5P30AG015281-03,5,P30,AG,15281,3,,,1865539,"JACKSON, JAMES SIDNEY",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,1999,592610
CENTER FOR URBAN AFRICAN AMERICAN AGING RESEARCH,NIA,2732625,5P30AG015281-02,5,P30,AG,15281,2,,,1865539,"JACKSON, JAMES SIDNEY",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,1998,575425
CENTER FOR URBAN AFRICAN AMERICAN AGING RESEARCH,NIA,2539540,1P30AG015281-01,1,P30,AG,15281,1,,,1865539,"JACKSON, JAMES SIDNEY",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,1997,551713
GENES; ENVIRONMENT & TOBACCO USE ACROSS CULTURES,NCI,7488547,7P50CA084735-10,7,P50,CA,84735,10,,,1898969,"JOHNSON, CARL ANDERSON",Not Applicable,CLAREMONT GRADUATE UNIVERSITY, ,2008,1327989
GENES; ENVIRONMENT & TOBACCO USE ACROSS CULTURES,NCI,7286763,5P50CA084735-09,5,P50,CA,84735,9,,,1898969,"JOHNSON, CARL ANDERSON",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2007,1601443
GENES; ENVIRONMENT & TOBACCO USE ACROSS CULTURES,NCI,7126862,5P50CA084735-08,5,P50,CA,84735,8,,,1898969,"JOHNSON, CARL ANDERSON",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2006,1701528
GENES; ENVIRONMENT & TOBACCO USE ACROSS CULTURES,NCI,6953780,5P50CA084735-07,5,P50,CA,84735,7,,,1898969,"JOHNSON, CARL ANDERSON",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2005,1754568
GENES; ENVIRONMENT & TOBACCO USE ACROSS CULTURES,NCI,6847948,2P50CA084735-06,2,P50,CA,84735,6,,,1898969,"JOHNSON, CARL ANDERSON",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2004,1732408
EFFECTIVENESS OF IPT FOR MEN AND WOMEN PRISONERS WITH MAJOR DEPRESSION,NIMH,8461297,5R01MH095230-03,5,R01,MH,95230,3,,,8130885,"JOHNSON, JENNIFER E",Not Applicable,BROWN UNIVERSITY, ,2013,550812
EFFECTIVENESS OF IPT FOR MEN AND WOMEN PRISONERS WITH MAJOR DEPRESSION,NIMH,8306596,5R01MH095230-02,5,R01,MH,95230,2,,,8130885,"JOHNSON, JENNIFER E",Not Applicable,BROWN UNIVERSITY, ,2012,543777
EFFECTIVENESS OF IPT FOR MEN AND WOMEN PRISONERS WITH MAJOR DEPRESSION,NIMH,8196098,1R01MH095230-01,1,R01,MH,95230,1,,,8130885,"JOHNSON, JENNIFER E",Not Applicable,BROWN UNIVERSITY, ,2011,609254
ZAMBIA/US RESEARCH PARTNERSHIP IN HIV PREVENTION,NICHD,7476066,7R24HD043613-06,7,R24,HD,43613,6,,,8061535,"JONES, DEBORAH LYNNE",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2006,181800
ZAMBIA/US RESEARCH PARTNERSHIP IN HIV PREVENTION,NICHD,7110293,5R24HD043613-05,5,R24,HD,43613,5,,,8061535,"JONES, DEBORAH LYNNE",Not Applicable,BARRY UNIVERSITY, ,2006,57049
ZAMBIA/US RESEARCH PARTNERSHIP IN HIV PREVENTION,NICHD,6931220,5R24HD043613-04,5,R24,HD,43613,4,,,8061535,"JONES, DEBORAH LYNNE",Not Applicable,BARRY UNIVERSITY, ,2005,258654
ZAMBIA/US RESEARCH PARTNERSHIP IN HIV PREVENTION,NICHD,6806466,5R24HD043613-03,5,R24,HD,43613,3,,,8061535,"JONES, DEBORAH LYNNE",Not Applicable,BARRY UNIVERSITY, ,2004,313836
ZAMBIA/US RESEARCH PARTNERSHIP IN HIV PREVENTION,NICHD,6667317,5R24HD043613-02,5,R24,HD,43613,2,,,8061535,"JONES, DEBORAH LYNNE",Not Applicable,BARRY UNIVERSITY, ,2003,281890
ZAMBIA/US RESEARCH PARTNERSHIP IN HIV PREVENTION,NICHD,6587979,1R24HD043613-01,1,R24,HD,43613,1,,,8061535,"JONES, DEBORAH LYNNE",Not Applicable,BARRY UNIVERSITY, ,2002,279910
IMPROVING MINORITY CHILD HEALTH IN WASHINGTON; D.C,NICHD,6797069,2U10HD030447-11,2,U10,HD,30447,11,,,2243766,"JOSEPH, JILL G.",Not Applicable,CHILDREN'S RESEARCH INSTITUTE, ,2004,605000
MUSC POST-BACCALAUREATE RESEARCH EDUCATION PROGRAM,NIGMS,8829535,1R25GM113278-01,1,R25,GM,113278,1,,,1916116,"KASMAN, LAURA M ","WRIGHT, CYNTHIA F.",MEDICAL UNIVERSITY OF SOUTH CAROLINA, ,2015,255362,
QUALITY IMPROVEMENT OF SCHOOL MENTAL HEALTH SERVICES,NIMH,7333299,5K08MH069741-05,5,K08,MH,69741,5,,,3036269,"KATAOKA, SHERYL H",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2008,159645,
QUALITY IMPROVEMENT OF SCHOOL MENTAL HEALTH SERVICES,NIMH,7144479,5K08MH069741-04,5,K08,MH,69741,4,,,3036269,"KATAOKA, SHERYL H",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2007,157397,
QUALITY IMPROVEMENT OF SCHOOL MENTAL HEALTH SERVICES,NIMH,6988476,5K08MH069741-03,5,K08,MH,69741,3,,,3036269,"KATAOKA, SHERYL H",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2006,152976,
QUALITY IMPROVEMENT OF SCHOOL MENTAL HEALTH SERVICES,NIMH,6827813,5K08MH069741-02,5,K08,MH,69741,2,,,3036269,"KATAOKA, SHERYL H",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2005,151614,
QUALITY IMPROVEMENT OF SCHOOL MENTAL HEALTH SERVICES,NIMH,6711573,1K08MH069741-01,1,K08,MH,69741,1,,,3036269,"KATAOKA, SHERYL H",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2004,147738,
TRAINING ON THE ETIOLOGY/TREATMENT OF BEHAVIOR DISORDERS,NIMH,7012737,5F31MH068863-03,5,F31,MH,68863,3,,,7515063,"KEIL, VIVIEN ",Not Applicable,SAN DIEGO STATE UNIVERSITY, ,2006,11664,
TRAINING ON THE ETIOLOGY/TREATMENT OF BEHAVIOR DISORDERS,NIMH,6888544,5F31MH068863-02,5,F31,MH,68863,2,,,7515063,"KEIL, VIVIEN ",Not Applicable,SAN DIEGO STATE UNIVERSITY, ,2005,28046,
TRAINING ON THE ETIOLOGY/TREATMENT OF BEHAVIOR DISORDERS,NIMH,6744279,1F31MH068863-01A1,1,F31,MH,68863,1,A1,,7515063,"KEIL, VIVIEN ",Not Applicable,SAN DIEGO STATE UNIVERSITY, ,2004,28046,
ADHD; ETHNICITY; AND FAMILY ENVIRONMENT,NINR,6529358,5R01NR005001-03,5,R01,NR,5001,3,,,1985122,"KENDALL, JUDITH B",Not Applicable,OREGON HEALTH AND SCIENCE UNIVERSITY, ,2002,184032,
ADHD; ETHNICITY; AND FAMILY ENVIRONMENT,NINR,6393062,5R01NR005001-02,5,R01,NR,5001,2,,,1985122,"KENDALL, JUDITH B",Not Applicable,OREGON HEALTH AND SCIENCE UNIVERSITY, ,2001,280415,
ADHD; ETHNICITY; AND FAMILY ENVIRONMENT,NINR,6195895,1R01NR005001-01A1,1,R01,NR,5001,1,A1,,1985122,"KENDALL, JUDITH B",Not Applicable,OREGON HEALTH AND SCIENCE UNIVERSITY, ,2000,292428,
BASIC AND TRANSLATIONAL RESEARCH TRAINING ON TRAUMATIC STRESS ACROSS THE LIFESPAN,NIMH,8666816,5T32MH018869-27,5,T32,MH,18869,27,,,1872706,"KILPATRICK, DEAN GAINES ","DANIELSON, CARLA KMETT",MEDICAL UNIVERSITY OF SOUTH CAROLINA, ,2014,240361,
INBRE: FRANCIS MARION U: FACULTY AND UNDERGRADUATE RESEARCH DEVELOPMENT,NCRR,8360746,5P20RR016461-11,5,P20,RR,16461,11,,5157,8199525,"KING, PETER ",Not Applicable,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA, ,2011,,201472
MULTICULTURAL PRENATAL DRUG & ALCOHOL PREVENTION PROJECT,CSAP,2288852,5H86SP001781-05,5,H86,SP,1781,5,,,1992795,"KIRK, CHRISTINE ",Not Applicable,WOMEN'S ACTION ALLIANCE, ,1994,,
EPIDEMIOLOGIC STUDIES OF DIET AND CANCER IN HAWAII,NCI,2535775,3P01CA033619-15S1,3,P01,CA,33619,15,S1,,1874968,"KOLONEL, LAURENCE N.",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1997,26525,
EPIDEMIOLOGIC STUDIES OF DIET AND CANCER IN HAWAII,NCI,2414108,5P01CA033619-15,5,P01,CA,33619,15,,,1874968,"KOLONEL, LAURENCE N.",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1997,1206141
EPIDEMIOLOGIC STUDIES OF DIET AND CANCER IN HAWAII,NCI,2088574,5P01CA033619-13,5,P01,CA,33619,13,,,1874968,"KOLONEL, LAURENCE N.",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1995,1137961
EPIDEMIOLOGIC STUDIES OF DIET AND CANCER IN HAWAII,NCI,2088573,5P01CA033619-12,5,P01,CA,33619,12,,,1874968,"KOLONEL, LAURENCE N.",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1994,1103739
EPIDEMIOLOGIC STUDIES OF DIET AND CANCER IN HAWAII,NCI,3093507,2P01CA033619-11A1,2,P01,CA,33619,11,A1,,1874968,"KOLONEL, LAURENCE N.",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1993,1135632
CENTER FOR VULNERABLE POPULATIONS RESEARCH,NINR,6617955,5P30NR005041-05,5,P30,NR,5041,5,,,1876273,"KONIAK-GRIFFIN, DEBORAH ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2003,302977
CENTER FOR VULNERABLE POPULATIONS RESEARCH,NINR,6539397,5P30NR005041-04,5,P30,NR,5041,4,,,1876273,"KONIAK-GRIFFIN, DEBORAH ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2002,296927
CENTER FOR VULNERABLE POPULATIONS RESEARCH,NINR,6393065,5P30NR005041-03,5,P30,NR,5041,3,,,1876273,"KONIAK-GRIFFIN, DEBORAH ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2001,298866
CENTER FOR VULNERABLE POPULATIONS RESEARCH,NINR,6346462,3P30NR005041-02S1,3,P30,NR,5041,2,S1,,1876273,"KONIAK-GRIFFIN, DEBORAH ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2000,76384
CENTER FOR VULNERABLE POPULATIONS RESEARCH,NINR,6187604,5P30NR005041-02,5,P30,NR,5041,2,,,1876273,"KONIAK-GRIFFIN, DEBORAH ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2000,291766
CENTER FOR VULNERABLE POPULATIONS RESEARCH,NINR,6020156,1P30NR005041-01,1,P30,NR,5041,1,,,1876273,"KONIAK-GRIFFIN, DEBORAH ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,1999,287021
ENVIRONMENTAL INTERVENTIONS TO IMPROVE CHILDRENS HEALTH,NIEHS,6504834,3R21ES009095-04S1,3,R21,ES,9095,4,S1,,1884431,"KRIEGER, JAMES W",Not Applicable,SEATTLE-KING COUNTY PUBLIC HEALTH DEPT, ,2001,20482
ENVIRONMENTAL INTERVENTIONS TO IMPROVE CHILDRENS HEALTH,NIEHS,6178581,5R21ES009095-04,5,R21,ES,9095,4,,,1884431,"KRIEGER, JAMES W",Not Applicable,SEATTLE-KING COUNTY PUBLIC HEALTH DEPT, ,2000,342120
ENVIRONMENTAL INTERVENTIONS TO IMPROVE CHILDRENS HEALTH,NIEHS,6077955,5R21ES009095-03,5,R21,ES,9095,3,,,1884431,"KRIEGER, JAMES W",Not Applicable,SEATTLE-KING COUNTY PUBLIC HEALTH DEPT, ,1999,341155
ENVIRONMENTAL INTERVENTIONS TO IMPROVE CHILDRENS HEALTH,NIEHS,2877019,3R21ES009095-02S1,3,R21,ES,9095,2,S1,,1884431,"KRIEGER, JAMES W",Not Applicable,SEATTLE-KING COUNTY PUBLIC HEALTH DEPT, ,1998,19560
ENVIRONMENTAL INTERVENTIONS TO IMPROVE CHILDRENS HEALTH,NIEHS,2796657,5R21ES009095-02,5,R21,ES,9095,2,,,1884431,"KRIEGER, JAMES W",Not Applicable,SEATTLE-KING COUNTY PUBLIC HEALTH DEPT, ,1998,319539
ENVIRONMENTAL INTERVENTIONS TO IMPROVE CHILDRENS HEALTH,NIEHS,2457117,1R21ES009095-01,1,R21,ES,9095,1,,,1884431,"KRIEGER, JAMES W",Not Applicable,SEATTLE-KING COUNTY PUBLIC HEALTH DEPT, ,1997,299753
HETEROGENOUS LIFE COURSE TRANSITION IN OLDER ADULTHOOD,NIA,6400207,1R03AG019846-01,1,R03,AG,19846,1,,,6761835,"LANDRY-MEYER, LAURA ",Not Applicable,BOWLING GREEN STATE UNIV BOWLING GREEN, ,2001,68100
NAVIGATION FROM COMMUNITY TO CLINIC TO PROMOTE CRC SCREENING IN UNDERSERVED POPUL,NCI,8827279,5R01CA162393-04,5,R01,CA,162393,4,,,1872516,"LARKEY, LINDA K ","MENON, USHA ",ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2015,560038
NAVIGATION FROM COMMUNITY TO CLINIC TO PROMOTE CRC SCREENING IN UNDERSERVED POPUL,NCI,8631069,5R01CA162393-03,5,R01,CA,162393,3,,,1872516,"LARKEY, LINDA K ","MENON, USHA ",ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2014,564116
NAVIGATION FROM COMMUNITY TO CLINIC TO PROMOTE CRC SCREENING IN UNDERSERVED POPUL,NCI,8474722,5R01CA162393-02,5,R01,CA,162393,2,,,1872516,"LARKEY, LINDA K ","MENON, USHA ",ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2013,570626
NAVIGATION FROM COMMUNITY TO CLINIC TO PROMOTE CRC SCREENING IN UNDERSERVED POPUL,NCI,8264314,1R01CA162393-01A1,1,R01,CA,162393,1,A1,,1872516,"LARKEY, LINDA K ","MENON, USHA ",ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2012,639914
SHORT-TERM RESEARCH TRAINING FOR MINORITY STUDENTS,NHLBI,7032964,5T35HL007722-15,5,T35,HL,7722,15,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2006,192252
SHORT-TERM RESEARCH TRAINING FOR MINORITY STUDENTS,NHLBI,6899318,5T35HL007722-14,5,T35,HL,7722,14,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2005,192923
SHORT-TERM RESEARCH TRAINING FOR MINORITY STUDENTS,NHLBI,6733601,5T35HL007722-13,5,T35,HL,7722,13,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2004,192923
SHORT-TERM RESEARCH TRAINING FOR MINORITY STUDENTS,NHLBI,6627724,5T35HL007722-12,5,T35,HL,7722,12,,,1858643,"LEE, FORRESTER A",Not Applicable,YALE UNIVERSITY, ,2003,187713
