CTN: HARVARD UNIVERSITY NORTHERN NEW ENGLAND NODE,NIDA,7437556,3U10DA015831-05S3,3,U10,DA,15831,5,S3,,1869395,"WEISS, ROGER D.",Not Applicable,MCLEAN HOSPITAL, ,2007,80066
CTN: HARVARD UNIVERSITY NORTHERN NEW ENGLAND NODE,NIDA,7384300,3U10DA015831-05S2,3,U10,DA,15831,5,S2,,1869395,"WEISS, ROGER D.",Not Applicable,MCLEAN HOSPITAL, ,2007,976208
NURSING; HISTORY AND HEALTHCARE: A WEBSITE,NLM,7391300,5G13LM008295-03,5,G13,LM,8295,3,,,2087154,"WHELAN, JEAN C",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2008,78750
HIV/AIDS AND ORPHAN CARE,NICHD,7633390,5R01HD046345-05,5,R01,HD,46345,5,,,6605524,"WHETTEN, KATHRYN ",Not Applicable,DUKE UNIVERSITY, ,2009,498383
HIV/AIDS AND ORPHAN CARE,NICHD,7692466,3R01HD046345-04S1,3,R01,HD,46345,4,S1,,6605524,"WHETTEN, KATHRYN ",Not Applicable,DUKE UNIVERSITY, ,2008,45776
HIV/AIDS AND ORPHAN CARE,NICHD,7450971,5R01HD046345-04,5,R01,HD,46345,4,,,6605524,"WHETTEN, KATHRYN ",Not Applicable,DUKE UNIVERSITY, ,2008,498382
HIV/AIDS AND ORPHAN CARE,NICHD,7289227,5R01HD046345-03,5,R01,HD,46345,3,,,6605524,"WHETTEN, KATHRYN ",Not Applicable,DUKE UNIVERSITY, ,2007,508554
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8921451,3P30CA118100-10S4,3,P30,CA,118100,10,S4,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,50000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8921444,3P30CA118100-10S3,3,P30,CA,118100,10,S3,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,125000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8884099,3P30CA118100-10S2,3,P30,CA,118100,10,S2,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,113250
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8791148,3P30CA118100-10S1,3,P30,CA,118100,10,S1,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,75000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8723064,5P30CA118100-10,5,P30,CA,118100,10,,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2014,1876081
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8719356,3P30CA118100-09S2,3,P30,CA,118100,9,S2,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2013,112521
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8709638,3P30CA118100-09S1,3,P30,CA,118100,9,S1,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2013,75000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8545038,5P30CA118100-09,5,P30,CA,118100,9,,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2013,1808387
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8533976,3P30CA118100-08S2,3,P30,CA,118100,8,S2,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2012,75000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8518715,3P30CA118100-08S1,3,P30,CA,118100,8,S1,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2012,140000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8324265,5P30CA118100-08,5,P30,CA,118100,8,,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2012,1934104
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8325740,3P30CA118100-07S3,3,P30,CA,118100,7,S3,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2011,140000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8322243,3P30CA118100-07S2,3,P30,CA,118100,7,S2,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2011,75000
UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,NCI,8316458,3P30CA118100-07S1,3,P30,CA,118100,7,S1,,1955861,"WILLMAN, CHERYL L.",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2011,49474
GENDER; ALCOHOL; AND CULTURE: SECONDARY DATA ANALYSES,NIAAA,8069335,5R01AA015775-05,5,R01,AA,15775,5,,,1970862,"WILSNACK, SHARON C",Not Applicable,UNIVERSITY OF NORTH DAKOTA, ,2011,478098
GENDER; ALCOHOL; AND CULTURE: SECONDARY DATA ANALYSES,NIAAA,7812167,5R01AA015775-04,5,R01,AA,15775,4,,,1970862,"WILSNACK, SHARON C",Not Applicable,UNIVERSITY OF NORTH DAKOTA, ,2010,488436
GENDER; ALCOHOL; AND CULTURE: SECONDARY DATA ANALYSES,NIAAA,7614369,5R01AA015775-03,5,R01,AA,15775,3,,,1970862,"WILSNACK, SHARON C",Not Applicable,UNIVERSITY OF NORTH DAKOTA, ,2009,477721
GENDER; ALCOHOL; AND CULTURE: SECONDARY DATA ANALYSES,NIAAA,7424046,5R01AA015775-02,5,R01,AA,15775,2,,,1970862,"WILSNACK, SHARON C",Not Applicable,UNIVERSITY OF NORTH DAKOTA, ,2008,466807
OHIO VALLEY NODE-NETWORK (OVNN) OF THE NIDA CLINICAL TRIALS NETWORK,NIDA,9142418,3UG1DA013732-16S2,3,UG1,DA,13732,16,S2,,1908004,"WINHUSEN, THERESA M",Not Applicable,UNIVERSITY OF CINCINNATI, ,2015,187261
OHIO VALLEY NODE-NETWORK (OVNN) OF THE NIDA CLINICAL TRIALS NETWORK,NIDA,9142417,3UG1DA013732-16S1,3,UG1,DA,13732,16,S1,,1908004,"WINHUSEN, THERESA M",Not Applicable,UNIVERSITY OF CINCINNATI, ,2015,357732
OHIO VALLEY NODE-NETWORK (OVNN) OF THE NIDA CLINICAL TRIALS NETWORK,NIDA,8975933,2UG1DA013732-16,2,UG1,DA,13732,16,,,1908004,"WINHUSEN, THERESA M",Not Applicable,UNIVERSITY OF CINCINNATI, ,2015,789514
A RANDOMIZED EXPLORATORY STUDY OF TELEPSYCHIATRY OUTCOMES IN RURAL YOUTH,NIMH,7915298,5R21MH079984-02,5,R21,MH,79984,2,,,8644934,"WINTERS, NANCY CLAIRE",Not Applicable,OREGON HEALTH & SCIENCE UNIVERSITY,YES,2010,205501
A RANDOMIZED EXPLORATORY STUDY OF TELEPSYCHIATRY OUTCOMES IN RURAL YOUTH,NIMH,7388408,1R21MH079984-01A1,1,R21,MH,79984,1,A1,,8644934,"WINTERS, NANCY CLAIRE",Not Applicable,OREGON HEALTH & SCIENCE UNIVERSITY,YES,2009,217249
IMPROVING PATIENT-CENTERED COMMUNICATION AND CANCER CARE,NCI,8927558,5R25CA174627-02,5,R25,CA,174627,2,,,9167379,"WITTENBERG, ELAINE M ","FERRELL, BETTY R",CITY OF HOPE/BECKMAN RESEARCH INSTITUTE, ,2015,312523
IMPROVING PATIENT-CENTERED COMMUNICATION AND CANCER CARE,NCI,8607614,1R25CA174627-01A1,1,R25,CA,174627,1,A1,,9167379,"WITTENBERG, ELAINE M ","FERRELL, BETTY R",CITY OF HOPE/BECKMAN RESEARCH INSTITUTE, ,2014,315794
CONTRIBUTIONS TO RACIAL BIAS IN MEDICAL STUDENT JUDGEMENT AND DECISION-MAKING,NHLBI,8072080,5R01HL085631-03,5,R01,HL,85631,3,,,8018188,"YEAZEL, MARK W.",Not Applicable,UNIVERSITY OF MINNESOTA, ,2012,667914
TRAINING PROGRAM IN CLINICAL NEUROENGINEERING(RMI),NIDDK,7485799,5T90DK070079-05,5,T90,DK,70079,5,,,1901793,"YIN, TOM C.T.",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2008,226469
TRAINING PROGRAM IN CLINICAL NEUROENGINEERING(RMI),NIDDK,7269515,5T90DK070079-04,5,T90,DK,70079,4,,,1901793,"YIN, TOM C.T.",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2007,236762
CASE-PNG INFECTIOUS DISEASE RESEARCH TRAINING PROGRAM,FIC,7615717,5D43TW007377-05,5,D43,TW,7377,5,,,1934153,"ZIMMERMAN, PETER A.",Not Applicable,CASE WESTERN RESERVE UNIVERSITY, ,2009,133950
CASE-PNG INFECTIOUS DISEASE RESEARCH TRAINING PROGRAM,FIC,7407400,5D43TW007377-04,5,D43,TW,7377,4,,,1934153,"ZIMMERMAN, PETER A.",Not Applicable,CASE WESTERN RESERVE UNIVERSITY, ,2008,141717
CASE-PNG INFECTIOUS DISEASE RESEARCH TRAINING PROGRAM,FIC,7218615,5D43TW007377-03,5,D43,TW,7377,3,,,1934153,"ZIMMERMAN, PETER A.",Not Applicable,CASE WESTERN RESERVE UNIVERSITY, ,2007,133950
